product_name,rating,review_text,review_title,is_negative
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These don't last long, wouldn't buy again. Spend the extra money get good batteries.",Spend the extra money get good batteries.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Update 4/30/16:I've been trying to use up the last of the batteries and two more have been found leaking acid since the previous review. I didn't want to just throw them out but at this point is isn't worth the mess and damage to devices.Original Review:Bought two packs of these on subscribe and save in the last couple months. We play laser tag and the guns require 6 batteries each so I thought this would be a good source of cheap batteries for our 8 guns. I put these in about a week ago after having the batteries sitting on a shelf for a couple months. We played a game and then put the guns up. The next time we played ( about 3 days later) I noticed an oily liquid running out of one of the guns. The battery was leaking acid and it had run out of the battery compartment and was all over the outside.I get that it happens to other batteries as well, but that's usually after sitting in a device for months, not a few days. I would not trust these in anything expensive...and take them out immediately after use. I won't buy again. Sorry, no pics...I was busy cleaning up the mess.",Stay Away - Leaking acid issues from multiple cells,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt.","Stay Far, Far Away from these batteries",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Lasted less than half the time of a Duracell alkaline battery in the same conditions. (LED candles, on continuously).",Stick with Duracell/Energizer...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Maybe I got a bad batch. However, with 48 batteries, you'd think if that were the case that some of them would work well, and for me they have not. The main way these are being used are in an Xbox remote. The Xbox is only used to run Netflix, Hulu, and Amazon Video on our tv, so I am basically using the game remote as a TV remote. It is never used for playing video games. That being said, I am lucky if a set of 2 of these batteries lasts 10 days in this remote. That is a far cry from name brand batteries I have bought. I purchased these thinking they would be a great deal. However, going through them 3x as fast as other batteries makes them a worse value, not to mention it is annoying to have to change them out so often. I will use up the ones I already bought, then I will not be buying any more.",Sub-par Batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Of the 6 I used so far, out of the box and wrapper, completely dead... thanks...",Sucks,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Arrived and maybe only 1/3 of the batteries actually worked. The ones that did not work have little juice to them or some are just dead.Sucks because when I ordered AA batteries from the Amazon brand a while back they worked amazing and were of great price. These are cheap but when you factor in how many of them you can actually use this was not a cheap buy at all.,Sucks because when I ordered AA batteries from the Amazon ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I went through all 48 in less than 2 weeks. I can't lie and say they were awesome, when they were not.",Terrible,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Terrible - The product lasts less than a week in a home weather station, regardless if warm or cold weather. Cheap Rayovac batteries work just fine and I will stick with buying those locally at Menards.",Terrible - The product lasts less than a week in ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries I've ever used. I used them in a sensor light. They only worked l l/2 months while my prior Energizer batteries had worked for 5 l/2 months. I can see why these batteries are so cheap. I definitely would NOT recommend them to anyone.,Terrible batteries! Not recommended!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Terrible decision on my part to trust Amazon to make even a decent battery. How hard can it be, right Batteries don't last. Every device I've used them in began to have quirky little malfunctions (remote buttons don't always work or do what they are supposed to do, mouse randomly disconnects from computer, etc.). Maybe I got a bad batch -- all 48 of them. Lesson learned.",Terrible decision on my part to trust Amazon to make ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I tried using these on my mini mist diffuser, amazon basics batteries discharges easily within a week. This is terrible in comparison to energizer batteries which lasts at least 3 months.",Terrible inferior batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Ok, terrible life span.",terrible life span,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.,Terrible Quality,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Terrible!! The batteries drained way too fast. We put them in wreaths with lights and went dead within 2 days. They were timed for 4 hours so it's not on for long. We used Energizer batteries last year and worked for the 20 days that were on display and didn't have to change any. But I guess for 24 for 100 you get what you pay for. Will not buy these again.,Terrible!! The batteries drained way too fast,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The batteries are the very worst I have ever used. I use a wireless mouse for work, and I've had to replace the battery every 2 weeks, instead of once a year like my old batteries. By the time you figure out how bad they are, you will be outside your return window. A fail for Amazon if you ask me, and makes me question whether I should keep shopping with them.",The batteries are the very worst I have ever used,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The batteries had very short life. Long time fan of Amazon.com, first time buyer of Amazon brand batteries. Replaced batteries in a digital clock. After about 3 months (I bought the batteries in August, and now it's November), the batteries were dead. I have had this clock for years and never had any brand of batteries that lasted so short.",The batteries had very short life,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I opened up this package fresh and put two AA batteries in my Xbox one controller. It only lasted for a few hours of gameplay. When I took the batteries out they seem quite warm. I used my heat gun and they were 115F. I got a new set of two batteries and placed it in my controller. They only kept the controller on for less than a minute. When I took the batteries out one burned my finger. I grabbed my heat temperature gun and in certain spots it registered over 127I'm not going to try and use anymore in any electronics. I'm not sure what's going on here Amazon.,The battery burned me!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I opened the package today and put in my son car toy, didn't work at all, I took them out and put back in again, didn't work, so I got the other brand battery and put them in, the car run just fine. I'm going to return this and will not buy amazon battery again.",the car run just fine. I'm going to return this and will not ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,The charge is really bad. I used them all up super quick because they don't last. Will not buy again.,The charge is really bad. I used them all up super quick because ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,The package was open and had no batteries....,The package was open and had no batteries....,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,The price is good but they 'battery life' is much lower than other alkaline batteries we use. I get approx half the life from these batteries - compared to Walmart RayoVacs,The price is good but they 'battery life' is much lower than other ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The quality of Amazon AA battery is going down. Now just after a few weeks, even when it shows full power from battery power meter, the Amazon battery cannot be used in many appliances. (bluetooth keyboard, soap dispenser...)",The quality of Amazon AA battery is going down,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I was excited about the prices of these batteries, however you get what you pay for. These batteries are awful. I've used them in toys, remotes, and flashlights. The remote lasted for like a week! I used the flashlight for a few minutes and that's all the use I got out of them. I unsubscribed to this item. No thanks.",The remote lasted for like a week,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The worst batteries that i have ever purchased. DON'T WASTE YOUR MONEY. Dont hold a charge for long and you have to buy Amazon's rechargeable pack. Doesnt work with otber brands but doesnt work with amazons either. I got this huge box and about 6 (yes, 6) actually recharge. Spend the money on duracell or energizer. I have a 4 pack of durcell with a charger and still works after years of recharging",The worst batteries that i have ever purchased,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Worst batteries I have ever purchased - bought them for Christmas items like battery operated lights and candles but they didn't last even a week with limited usage. Spend a little more and get more for your and time, it'll save you in the long run!",The WORST!!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"and then there's cheap. yeah cheap batteries alright but also cheap performance. these last half the time the C's house brand batteries, (in the same unit) for only just a little less money. disappointed as I was hoping Amazon might try to only put their name brand on half way decent stuff.there's a reason they send you a whole big box of 'em, ..... you'll go through 'em fast.",there's cheap......,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I bought these thinking, Great I can save some money!...... Well.... no you won't....I have to use batteries in my camera because I'm too cheap to go buy a new camera..so I bought all these batteries (2 big boxes) ....Usually 2 batteries last about 10 hours if I continuously use them, take a lot of pics.(like energizer)...... Seriously, these batteries last me probably 2 hours when using them a lot...... Not kidding.....I will not repurchase these.......",These are a NO !!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Bought these batteries because of the 4 - 5 star ratings from verified purchases.....what These are the worst batteries I've ever used! 1 week of these batteries 1 month or more of brand name batteries.,These are the worst batteries I've ever used,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries are not very good. I bought them for the electric candles and after they were used 2 for 4 hours, the batteries were dead. My candles with everready are still burning after months.",These batteries are not very good. I bought them for the electric candles and ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The batteries suck. I have them in my mouse and I have to replace them every week. My Duracell's would last a month. I feel like they are only 1/2 charged, I put new ones in my flash for my high quality camera, and the flash was really slow and dim. Pretty crappy for new batteries. I am not pleased","These batteries are terrible, do not buy, waste of money.",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries are terrible. All of my clocks (bought in this same order) need new batteries already because they are all dying. I now have to buy all Energizer batteries. :-(,These batteries are terrible. All of my clocks (bought in this same ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,There is no place to contact seller THESE batteries are the worst ! The last two days to a week. I would like a refund!,THESE batteries are the worst! The last two days to a week,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries are the worst. They leak and they die ridiculously fast. I've replaced the battery in my kitchen clock twice in the past month. They last about 6 hours of use in a Wii remote. I usually like the amazon basics brand, but these batteries were a total waste.",These batteries are the worst. They leak and they die ridiculously fast,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries come very low charged. I took new batteries and put them in a computer mouse. Next day there was a Mouse Battery is very Low. Its not the first time.,These batteries come very low charged. I took new ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries do not last long.,These batteries do not last long.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I bought these for my cameras. They don't last any time at all. I won't buy these again.,These batteries don't last long at all.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries don't last very long at all. Save your money. I don't recommend,These batteries don't last very long at all.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries last about 25 of a stander energizer! Dont be suckered in by the price..... WOULD NOT BUY AGAIN!,These batteries last about 25 of a stander energizer! ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Please be aware that these batteries leak! I put these in a few electric candles and alarm clocks in our house, after a few days the bottom of the candles and clocks were coated with battery acid. No other battery brands have done this in our house before. I cannot tell you if they last long or not, got rid of them immediately.",These batteries leak acid!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These came with touch lights and they have been used for 7 days. The lights are already so dimmed and the batteries need replacing soon.,These came with touch lights and they have been used ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These don't seem to last very long at all. I used them on my light in chicken coop. I replace once a week and only used it 2 or three times each week. Very dissapointed in this purchase. I usually buy our batteries from Costco.,These don't seem to last very long at all. ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These have been the worse batteries. I've bought these before and didn't have a problem but this batch doesn't even last a month.,These have been the worse batteries. I've bought these before and didn't have ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These leaked battery acid twice over a two week person in LED lights which don't pull a lot of power. I will go for a brand name next time...I can't have my students getting burns from leaky batteries.,These leaked battery acid twice over a two week person ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..,These r the worst batteries ever,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they are cheep so i guess you get what you pay for. i use them in my kids toys and they don't last long.,they are cheep so i guess you get what you ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These suck! I may as well bought dollar tree batteries! We put them in three wreaths for Christmas lights that turn on for 4 hrs at night then turn themselves off with a timer and they burned out in three days, that's 12 HRS! Don't recommend....",They die in about 12 hrs of use!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I thought I was getting a deal when I saw these batteries. Unfortunately, they died after two weeks. I do not recommend buying this brand.",They died after two weeks!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Worst performance in AA alkaline batteries we have ever seen. We bought these for use in our manufacturing company, and we used them in a wide variety of applications. Everyone has had poor performance. For clocks that used to have batteries last three years, this brand lasted only several weeks. Same problems when used in a computer mouse by several people, laser pointers, and other applications. We are going back to name-brand AA batteries. This is the worst rating I have given any product in a long time.",They Do Not Last,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they do not last like other batteries. i use in candles with timers... i get maybe 2 weeks out of them... 50+ hours.... i use to get months out of my duracell....,they do not last like other batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I have found that a large percentage of these batteries only last about half as long as Duracell. I had assumed that since Amazon doesn't own a battery factory, that these are simply a major brand that is private labeled. So I assumed they would last just as long. My TV remote came with a Sony battery, it lasted a year. I replaced it with one of these and it only lasted 5 months.",They don't last,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They don't last. USed in electronics (like computer mice, computer keyboards) Energizer or Duracell last easily 3x longer. Not worth the savings. If its going in some kids game or infrequent use (where the battery would be dead later anyways) ok.",They don't last,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They don't seem to last that long as the ones you can get off the store. I bought them because I thought they were cheaper but Sam's club sells them cheaper and they last much longer.Update 1/10/2017Not only do they not last long but the new batteries that say are good till 11/2018 are pretty much dead without any use.Highly disappointed in amazon for this.,They don't last anywhere close to enegizer or duracell or sam's club brand batteries.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"The tips seem to be polished so much that they do not make good contact. I had a problem where these batteries wouldn't work at all, but the duracell ones that I took out would. After swapping back and forth a few times, I took them to my battery tester and found that I had to twist them around to get them to register. So I took my batteries to some sand paper to get the contact point to work.",They don't make good contact.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They don't seem to work except in very low energy items. Can't get them to work in my remotes or in a motion sensor light, but it works on a smaller switch activated night light. :-( oh well",They don't seem to work except in very low energy ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Mine don't appear to have a charge. I bought them for a plant watering system that takes AAA batteries. I tried three sets of these AAA batteries in the plant watering system, which works fine currently with rechargeable batteries. They alkaline performance batteries don't work.I was hoping to get longer battery life from these performance batteries but they don't work at all.",They don't work,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They don't work. Still to regular brands.,They don't work. Still to regular brands.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries die almost as fast as Harbor Freight free batteries. I expected top quality and got bottom quality.,They go dead really fast.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I tried these thinking they were much less expensive than the brand name batteries and they would likely last a similar amount of time. I was wrong. I primarily use these in remote controls. While I don't have specific test results, the Duracell batteries would last well over a year in my Dish Remote. I purchased these in February and have already replaced the batteries twice. Perhaps I ended up with a bad batch, but I won't be trying these again.",They just don't last,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"The longevity of these batteries is nothing special. They do not compare to Duracell or Energizer alkalines. After reading the reviews, I was greatly disappointed. I used them, among others, for a wall clock and remote controller. Their longevity is no better than alkaline batteries marketed and sold by Walgreen's for example. Take this into consideration before you buy them.",They just don't live that long,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,We tried these batteries out but they're trash. They lasted only 2-3 weeks in our tivo remotes which is amazing as we don't watch that much tv.,They lasted only 2-3 weeks in our tivo remotes which is amazing as we don't watch that much tv,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They lasted really little.. (some of them) I use all batteries for same led lamps and 2 out of 4 Drained the Battery Quickly.,They lasted really little.. (some of them) I ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries leak. What more is there to say They are the worst. Do not buy these.,They Leak - Pretty much the worst.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"DO NOT BUY THEM.I got them because it said they were anti leakage. Well guess what.they leaked!!, completely destroyed my keyboard and I cant even open it up to get the batteries out. A waste of money and will also cost me a whooping 100 for a new keyboard and I cant use my desktop until I get a new keyboard.",they leak!!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Very poor batteries. I ordered a box and so far about 50 are either bad out of the box or very soon after.,Three Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Junk - after trying 10 batteries one worked!,Total junk,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Hardly last as long as a stick match. Total waste of money.,Total waste of money,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Tried this out. Loved the box. The package of individuals of 4 each is nice but not convenient at times. We tried these on a high drain police radio and a low drain Samsung personal radio.STICKING WITH MAXELL. They out perform these and its noticeable for about 3 more. Better value.,Trying These Batteries Out On High Drain Police Radio! 5 Stars So Far!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Got them today. Came in twelve 4-packs stacked neatly in a compact cardboard box.HOWEVER,Two of the batteries were leaking so I threw away an entire 4-pack since all 4 batteries were a little slimy...but two were definitely leaking from the bottom. Makes me nervous that I had to use these in my three 120/ea. trail cams.The only reason I gave this a 2 star rating is the price for 44 batteries (instead of 48) was still a pretty good deal.",Two of the batteries were leaking so ... 2 stars it is,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,2 of my candles stop working after 2 weeks!!,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,2 way radio drained batteries daily so too expensive,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,A Great Price but not a great battery. They just don't last as long as the brand names.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"About half of the batteries won't recharge, so I threw them away",Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Bad shelf life. No where near Duracell. For very light duty only.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Batteries didn't last a year. Last several batteries were dead.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Battery Life on these is short. Disappointing.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Battiers dont last very long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,can only use my wireless xbox controller for a few hours with two of these,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Died too fast sorry rather stay with the batteries sold in stores,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Do not last very long at all.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Does not last compared to name brands,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Don't suite my purpose.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Dont seem to last very long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Drains way too quickly,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Found they didn't last as long as regular alkaline batteries....would not buy again,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Go with a brand name.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Good price but didn't last to long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Half of the batteries were just dead,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Half the batteries were dead or low charged out of the box.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I feel like they barely stayed charged.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I just dont trust em,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I meant to purchase AA not triple,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,i use this batteries for my sound recorder and they exhaust way too quickly.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I was disappointed, they do not last but a few days.",Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I went through these like water - stick with Duracell or Energizer.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I'm feeling like these are running out of performance faster than other batteries I've purchased.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I'm not particularly happy four of them have already had to be replaced they don't last very long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,It doesn't seem as though these have a lot of juice. They haven't lasted very long.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Lots of the batteries didn't work. Maybe just my experience.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,More then half don't work,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Nice cheap battery. Will not last as long as a regular brand battery. You can even feel the difference,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Not fresh. Run down fast.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Not great for remote control car.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Only lasts half as long as the Rayovacs i usually purchase.......,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Only slightly cheaper than name-brand and far less than half the capacity.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Seems like these don't last long at all,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Several batteries don't work.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Some batteries didn't work,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"some battery is dead when I just use it, sometimes need change a lot of new battery",Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,started leaking shortly after reciept,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Stay away from this brand. Doesn't last long.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Strings are not as long as described.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,The batteries came vacuum-sealed in packs of 4 in this really heavy/annoying plastic.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,The batteries do not last nearly as long as other brands.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,The package was delivered with only 40 batteries missing 8 batteries although it was perfectly closed and sealed,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries did not work in all items needing AAA batteries. I won't be ordering them again.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries do not last very long at all.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries don't seem to last as long as other brands.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These batteries maybe inexpensive but they don't last long. I have to replace them frequently.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These die a lot quicker than typical energizer and duracell batteries,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These die really quick.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These don't seem to last as expected,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These don't work very well,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These have not lastedn very long just a couple of months in wall clocks.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They did last that long.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They do not last very long.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they don't last very long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They dont really last long,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they need to be change to offen,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They run out of power very quickly.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they seem to wear out really fast,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"They were cheap yes, and it shows. They don't last long at all. You get what you pay for...",Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Very poor quality. Lasted on one week in motion sensor that is used infrequently.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Very short lifespan.,Two Stars,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,After several months of use the batteries have proven unreliable for production use in microphones. Duracell and Energizer are much more dependable have a reliable run-down pattern.However they work fine for in-home toys and games where you want cheap batteries on the shelf for instant replacement.,Unreliable and short life battery,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,untrustworthy...dies really quick and doesn't keep the delivery date.,untrustworthy... dies really quick and doesn't keep ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Do NOT waste your money on these. I bought a box of 48 in November of 2015. It is now March of 2016, and we've used about a third of them. The rest are all dead already. 10-year shelf life!!! ... nowhere close.",Unused batteries dead after four months ... complete waste of money,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,DO not buy this product I've received this product to replace batteries in remote-control candles all three candles did not work I was ready to discard the candles when I decided to try different batteries. As soon as I put the different batteries from another company the candles worked fine. Tried to find a place to write to the seller but couldn't so apparently I'm just stuck for the price of the batteries which are useless!!!!!,Useless batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I would give it zero stars if possible. Every single battery came dead. Every. Single. One. Completely useless and a waste of time to try and fight for a refund. Usually I have great faith in AmazonBasics, but now I'm not so sure.",Useless Garbage A Waste of Postage,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I hoped that an Amazon-branded product would have decent quality, but these batteries are just terrible. Their charge will last for about 1/10 of the usual top brands. Very disappointed. I'm never buying an Amazon battery again.",Very disappointed,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I was super bummed about these! I purchased them exactly 3 months ago today. I only used 8 batteries when they arrived, and they have all started to die this week already. When I went to replace them, none of the unopened ones work! So to recap... they did not last long, and only 8 of them were even usable. Very disappointed as we are big Amazon users.",Very Disappointed,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"My Mother in Law owns a home decor store with a lot of battery operated things like clocks, etc. We ordered these for her and she spent hours putting them in things all around the store. Once they were on they only lasted about 30 minutes. She then had to go back and take them all out and go out and buy different batteries. Really disappointing and a huge hassle for her. Have never had batteries last such a short time. We were very unhappy.",Very disappointed,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not sure why they won't recharge correctly. Second time this happened with Amazon. Going back to a brand name.,Very Disappointed,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The batteries I got have very little charge left in them. 2 batteries only lasted 2 days in my Wii remote, whereas other batteries lasted weeks. V",Very disappointed,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"All 20 of the batteries are dead (no power). Very disappointed to receive a product with Amazon's name on it that is useless, especially as a Prime member.",Very disappointed to receive a product with Amazon's name on it ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Very disappointed with these batteries. I was using them in a wall clock. The clock repeatedly did not work after a new battery was put in. I figured the clock was no good, since the batteries were new. Bought a new clock, same thing happened. Decided to test the batteries prior to installation. I found that of the twenty batteries I tested, only 2 tested good. So therefore, my first clock probably wasn't bad in the first place, the batteries are faulty. I still have 12 batteries left to test, but I not hopeful that these will be any better.",Very disappointed with this product,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Many of these batteries are not working at all. Very disappointed.,Very disappointed.,True
