index,product_name,rating,review_text
700,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"My Mother in Law owns a home decor store with a lot of battery operated things like clocks, etc. We ordered these for her and she spent hours putting them in things all around the store. Once they were on they only lasted about 30 minutes. She then had to go back and take them all out and go out and buy different batteries. Really disappointing and a huge hassle for her. Have never had batteries last such a short time. We were very unhappy."
701,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not sure why they won't recharge correctly. Second time this happened with Amazon. Going back to a brand name.
702,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The batteries I got have very little charge left in them. 2 batteries only lasted 2 days in my Wii remote, whereas other batteries lasted weeks. V"
703,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"All 20 of the batteries are dead (no power). Very disappointed to receive a product with Amazon's name on it that is useless, especially as a Prime member."
704,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Very disappointed with these batteries. I was using them in a wall clock. The clock repeatedly did not work after a new battery was put in. I figured the clock was no good, since the batteries were new. Bought a new clock, same thing happened. Decided to test the batteries prior to installation. I found that of the twenty batteries I tested, only 2 tested good. So therefore, my first clock probably wasn't bad in the first place, the batteries are faulty. I still have 12 batteries left to test, but I not hopeful that these will be any better."
705,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Many of these batteries are not working at all. Very disappointed.
706,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I have several Amazon basics products and always tell my friends how much I love them. after purchasing Amazon basics AA batteries and AAA size, I was very disappointed. every single battery lasts a day or two on a power toothbrush, an xbox wireless controller, a roku remote and other daily gadgets. I am extremely surprised, since I buy batterie brands like rite aid, acme, Walmart, etc."
707,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These might be ok for remote controls and wall clocks that don't take much power. But don't expect to use them in you digital camera. The low battery warning comes on the instant I turned on my Canon 120IS point and shoot camera with afresh pair of these batteries. Within about 2 minutes the camera dies and won't restart without another fresh set of batteries.
708,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,First eight batteries I tried barely had a charge at all! Don't wast your money.
709,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Very Poor battery life... Did not even last 30 minutes in my device where I've had top notch Energizer batteries that lasted weeks if not months!!!These just do not compare to top of the line batteries. Maybe good for a TV remote, but that's about it."
710,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Don't last long at all. I've had better luck with cheaper batteries than I've had with these. Duracell batteries in the same equipment with same usage lasted 4 times longer than these Amazon AA Batteries did.
711,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries lasted barely 2 weeks in a low drain device. They actually performed worse than dollar store batteries! I can't believe there are so many positive reviews... maybe I got a bad batch. Luckily Amazon is really good about giving refunds, so this is more a warning about not wasting your time on these."
712,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Lot's of claims in the description and lots of good reviews here, so I don't know what went wrong, but it appears these batteries really stink.In a TV remote, a pair of these batteries lasted 2 weeks. The name-brand batteries they replaced had lasted several months.In an LED flashlight, a pair of these batteries lasted exactly 2 uses before the light got dim and 3 uses before the batteries were totally dead. I'm talking about, like, less than 10 minutes of cumulative use. The previous batteries had lasted dozens of uses probably at least 3 hours of on-time.I don't know if I got a bad batch (a BIG bad batch of 48), or if I was just tricked into having the wrong expectations. Either way, back to name-brand batteries for me."
713,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Very short life. I was really expecting a decent battery, but unfortunately it wasn't."
714,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Horrible. Amazon batteries are the WORST!! I have a battery operated little decorative light string. 2 Duracell batteries will light those things for weeks. 2 amazon batteries last about (and I'm not kidding) maybe 4 hours. Complete waist of money. Dollar store batteries are better. Do NOT purchase these
715,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Four in the batch leaked and caused a mess in my charger and device. I threw out the remaining to avoid future problems. In addition, the batteries didn't hold their charge. I presume I must have received a bad batch based on all the positive reviews."
716,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I had to go through half of the box to find four batteries that work. Pay a little more for quality batteries that work.
717,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Spend the money and buy a name brand. These seriously do not work at all. Such a waste of money
718,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries DO NOT last. They are a waste of money.
719,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries don't last long. Waste of money.
720,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries last 5 minutes. Waste of money.
721,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I just open several new, cello packs to use in a motorized window shade cartridge. Loaded them up, plugged the cartridge in - nothing. Took the batteries out and checked each one in a battery tester. 3 of the 12 batteries were good. I opened up several more new packages and tested them before loading them into the cartridge. One out of every five had a charge, and the ones that had a charge were not strong charges. The rest are going to battery recycling. When it comes to batteries, you get what you pay for."
722,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These are awful. So far I've used them in my toothbrush, and have had to replace them 3 times in 6 months. I've also used them in my smoke detector and had to replace them within that 6 month period as well. Seriously I usually can go a few years without replacing batteries in a smoke detector. Waste of money."
723,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Terrible batteriesDon't last longDon't depend on theseYou're better off buying batteries at the dollar store then here
724,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Stopped working after 6 months. Had to throw them away. What a waste.
725,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Have tried these in various battery powered devices and they fail very quickly. I won't use them any more as I don't like having to dispose of dead batteries
726,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They perform well and the price is fine, but it's not entirely clear when it automatically switches you to AA size when you choose the larger quantity. Amazon snuck in a box of AA on me that way when I was expecting these AAA. Bad, Amazon. Bad."
727,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"We buy a lot of batteries and was hoping we had a way to get them to us. Theseas as long as the dollar store batteries. Some items 2 weeks, others 1. I will not buy again."
728,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,we have had nothing but trouble with these batteries. i have installed them in multiple products and they are barely lasting any time at all. we will not be buying these again. maybe amazon can provide us with a new batch as maybe we just got unlucky with ours.
729,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Not a very good battery. They drain really fast. I use them in my Roku remote. I plug my headphones into the remote for wireless listening, so I'm not sure if that is a factor. But I've used several different batteries in the remote and none of them drained nearly as quick as these did. I'm talking a week and they are dead. I would not recommend them."
730,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They're not strong enough to power my kids' toys... so far they only work with tv remotes. :(
731,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I use these for my wireless mouse on my laptop. Not heavy use at all. But I am replacing these batteries at least once a week. I have to carry extra batteries with me, and I've never done that before. I used to go MONTHS with name brand batteries, so it's a dramatic difference. I'll use these up but I won't buy them again.That being said, this is the worst Amazon Basics product that I have bought. Everything else has been outstanding, so I'm really surprised at how bad these are.I have the AAs as well, and those don't seem to have the same problem. Maybe these are just part of a bad batch"
732,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries are fairly priced for their quality. Which is to say, they need replacing 4 or 5 times more often than a name brand battery."
733,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These worked for about 8 hours and then were dead. What a waste!
734,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I came here to look at the one and two star reviews and see that people are saying the same thing I've been thinking since trying to use my first shipment of these batteries which are supposed to be better than the previous version that they replaced. I've used 3 of these batteries so far and each one has barely lasted 2 weeks in my mouse. The previous version usually lasted a couple months at least. It seems like in this day and age it's rare that when things are supposedly improved upon that they're actually better. I can only guess that Amazon found a cheaper supplier for their branded batteries. I guess it's time to cancel my subscribe and save subscription since I'm not the only one who finds these batteries to be subpar to their predecessors. If the rest of the batteries in this pack perform better I'll update my review to reflect that.***Edited to add on 10/12: Now that the 4th battery from this pack lasted just over 2 weeks in my mouse I will be contacting Amazon Customer Service. As I mentioned previously the older version of these batteries worked so well that I have to wonder why they changed them. I see the larger size Amazon batteries still carry the older name.
735,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"What happened to the green and silver amazon batteries Those worked great. These new ones are terrible. Very short battery life. I've been through two boxes of 48, thought maybe I just got a bad batch the first time, same results."
736,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Very mixed bag of opinions about these batteries. My experience as that they are terrible. Amazon should never have put their name on such a poor product.
737,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"So these are cheap batteries, and you get what you pay for. However, when used in trail cameras during cold weather the performance is poor. Cheap Rayovac batteries from Menards (48AA for about 13.00) perform much better. Will not purchase again."
738,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"WTH!! Went through these extremely fast - it seems there were many DUDS filtered in with a few good batteries!! by the time I realized this, it was over thirty days, so live and learn."
739,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"not worth the money, they did not last very long, batteries would go dead, will not buy again"
740,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries only last 2-3 days in my tv remote
741,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,BATTERIES have a very SHORT LIFE... WILL NOT RECOMMEND nor BUY AGAIN..
742,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These don't last long. Won't be buying anymore, wish they had been better!"
743,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Cheap batteries poor performance. I put two in our Roku remote and they died within a day. Same thing happened with the TV remote.
744,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Put these AA batteries in smoke detectors and they immediately start the low battery beeps. Pulled them back out going to see about returning them all - or they will goto recycling. :-(
745,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They don't seem to be working very well - - last a day or so in the remote
746,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I ordered a box of these AAA. When I received them none of the batteries worked in my flameless candles. I complained and Amazon sent me another box. None of those worked either So I bought some Duracell and they worked fine. I don't understand.
747,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Over half were dead or real close to.dead and ones that did work lose power really fast. Very disappointed in Amazon on these and their aaa.
748,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I loved these batteries until 2 nights ago when one exploded in my camera flash. Not worth saving money on batteries when I now have to replace a 400 professional Nikon Flash. Battery acid leaked out of my flash door and all over my Nikon D600 camera and then on my hands before I realized what the loud,pop sound was."
749,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries ever. I bought these and put them in the drawer till needed. I have thrown out every single one trying to find 3 that work.
750,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,WORST BATTERIES EVER TRIED. VERY POOR battery life compared to major name brand alkaline
751,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I don't even want to give this a star, worst batteries ever, lasted 15 minutes top. Do not buy"
752,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Shortest life batteries ever, waste of money"
753,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries ever. After m Duracell's in my wireless alarm keypad died after over a year I thought I would try these Amazon batteries. These batteries DO NOT last a week before they die and I have to replace them. Spend the extra money and buy the Duracell's they will same you money in the long run.
754,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These are cheap batteries. To make matters worse, Amazon sends old DEAD batteries mixed in with newer ones and ship them off to you. At least half of our last (and final) package had dead batteries and worked for maybe a day. Amazon wouldn't return our money for them. WASTE OF TIME."
755,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Worst batteries I ever bought. Less than one hour after installing in remote, popup on tv said remote battery low. Left them in and got about four hours more use before it wouldn't turn on the receiver. The AA's I bought seem to be fine. Not sure why the AAA's didn't last. Put 4 new ones in the remote ... we'll see how these do. The second set of four were no better than the first. Low battery warning after a few hours use (surfing dish tv program guide). All showed just over 1.5 volts before installation. Checked again when first low battery warning came up. Down to .8 volts. Guess I got an old, bad batch. Nothing but Duracell from here on out. Would not recommend these batteries !"
756,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These are by far the WORST batteries I have ever purchased. I have previously purchased bulk batteries from other vendors. When I ran out of the previous batteries I thought would order more. When I saw that these were branded by Amazon I thought I could not lose...WRONG! As an example, when I put these batteries in a thermostat they are dead within a few days. I normally put batteries in this thermostat once a year...not every few days. 2nd Example: I put the batteries in a bluetooth mouse (normally batteries last a few months) and they are dead within a week.I don't know if I have a bad batch or what but they are TERRIBLE. Take this into account before you order."
757,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries are the worst batteries I've ever purchased. I am in disbelief how quickly they died! I put them in 2 very small 4 tall portable night lights for my kids and both night lights became very dim overnight. The batteries had to be replaced after 2 nights for the night lights to even serve the purpose. I've since put these batteries in other things around the house and I am not impressed at all. I'll stick to buying batteries at Costco in the future.
758,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,What went wrong These are the worst AAA batteries I've ever purchased. Make that the worst batteries ever purchased. I've used over half of them so far and I'm getting about 25 of the life I previously got from Duracell and other brand names.
759,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Our experience with all Amazon batteries have been bad. They dont last nearly as long as a Duracel or Energizer. I literally replaced my computer mouse battery with an Amazon AAA battery 2 days ago and its already out. We have to replace everything that has an Amazon battery constantly. Will not buy these again.
760,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries ever. They have a short life in every item I used them in. One example (but similar with all devices): I have a battery operated clock that needs the batteries changed every 3 years. I need to change these every three months. Will never purchase these again.
761,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Worst product. Have to trash it out, because I was so upset. Did not serve the propose I bought it for."
762,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I will never purchase batteries online ever again! I should have never believed that this is Unique Japanese technology that enables better performance after storage, over-discharge, and high temperatures, because frankly IT DID NOT EVEN LAST FOR TWO DAYS FOR MY DIGITAL CLOCK THAT HAS FOUR PLACEMENTS OF AAA BATTERIES. At first I believed it was a bad batch of a four pack batteries, no problem, THEN, a week and a half has passed and I had to change the batteries for my clock FIVE TIMES! I hope this review will convince you (the reader) to never purchase these batteries, I know they are not that expensive and I shouldn't make a big deal out of it, but it is frustrating to see the seller LIE MORE THAN ONCE, took their sweet a** time to deliver it to the buyer (about a month in waiting), and never sent any form of confirmation in purchasing their product. Well that's that, have a good one!"
763,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I received AAA batteries and have reordered AA batteries as originally ordered.
764,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Wrong size!! Just awful. Not worth money
765,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,you certainly get what you pay for....I bought these because the cost was about half of what I pay for name brand batteries. They last about 25 as long as the brand batteries. Hmmmm...paid half for something that lasts one quarter......My financial advisor is still wagging his finger at me
766,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Sorry Amazon. You guys are great at what you do by selling your products at reasonable prices and good no hassle returns and I am a very happy customer. But I purchased a box each of your AAA, AA, and D Cell batteries. I have used the AAA's for remotes with no apparent problems so far. I have not used the D Cells yet, but the AA batteries are the worst batteries I have ever used. They don't last long in my flash lights. My son had four batteries that actually blew up inside the unit. I heard a loud pop while the unit was playing after five minutes or so. I wanted to know what happened, and looked inside the unit and the green - negative containment ring/sealer had blown out and acid was all over the inside of the unit. I had to throw the rest of these batteries in the trash because I am worried about my little ones getting acid on them. Amazon Your good name should not be on those bad batteries."
767,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Everyone read the 1 star reviews..the 5 star reviews must be people reviewing immediately. The 10 year promise is crap. I have 48 AA and 36 AAA batteries that are all dead after 1 year. The Dollar Tree batteries are better. Pay the extra money and don't fall for Amazons broken promises or guarantees.
768,AmazonBasics Nylon CD/DVD Binder (400 Capacity),2,"My initial impression of this was very good. The material is nicer than the shiny stuff on my Hama CD binders and the netting trim gives a nice appearance compared to plain look of most budget CD binders.There are 50 pages with 8 disc pockets each (4 per side) giving a total of 400 capacity. The pages are hung from the spine in two groups of 25. By that I mean that 25 pages all have a single attachment point to the plastic spine.This is where the first problem with this binder lies. Because each group of 25 pages shares the same anchor point in the spine, the pages cannot sit flat once full of discs. They bend and arch, and apart from looking tatty this puts a lot of tension across the plastic film. With long-term usage I suspect this plastic film will will tear due to the tension. It also makes it awkward to browse the binder as the pages don't sit flat. It may even crack or bend your discs.I look to my Hama 120 binder to see how it *should* be done - it only has 30 pages and yet they were smart enough to hang them from the spine in 3 bundles of 10. This spreads out the pages and allows easy browsing of the binder without putting any of the pockets under tension.After just 2 weeks in storage I opened the binder and the corners of all the pages have become dog-eared by themselves. This is due to the poor design and poor fit of the binder pages when filled with discs. Again, it is not a problem I have seen with my other disc binders, my two-year-old Hama binders look as good as new.Overally this binder has a lot of storage at a good price. If that's all you want you will probably be happy with the product. But sloppy design prevents it from being anything more than a mediocre binder. I feel that whoever designed this did not bother to fill it with discs to see how it would cope."
769,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,The battery life is much poorer compared to name brands like energizer and Duracell.
770,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These don't last as long as name brand of batteries like Duracell or energizer. They are cheaper but I'd rather pay a little bit more and have them last a lot longer.
771,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,I find these batteries fail in a short time on items like wireless thermometers and wall clocks. On an average changing is required within a month. I would not purchase these again.
772,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,3 of them exploted and damage my charger that I bought here what is going to happen with my charger not satisfied with the batteries
773,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These batteries are ok for the price. They don't last very long in a device compared to other brand name batteries. There is a difference! I wouldn't buy them again.
774,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,WORST batteries EVER. I thought there would be no appreciable difference between these and Duracell. I was wrong. Mouse was VERY sluggish and would sometimes stop working with these batteries. Replacing them with another set of these batteries did not help. My husband thought the computer had a virus. Problem SOLVED with Duracell. I will not be purchasing these batteries again. Amazon FAIL.
775,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Died after 5 uses in my coffee frother wand. Won't buy again.
776,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,These are bad batteries with very short life. I returned my first order assuming that I got a bad batch (despite the expiration date years away). Started using the replacement order in late May and already have to replace the batteries.I love Amazon Basics products and Amazon service but this product is a big dud. This is the first negative review I've ever written about a product on Amazon.
777,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,These batteries are bad. In any device the last only a very short time.
778,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,It states that the batteries last a while. But I use them for my TV remotes. And I ended up buying Energizer a few days later. They do not last. I changed batteries twice the day I got them in mail.The triple A were no better.
779,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Batteries are larger than normal and do not fit my audio gear or guitars... if you need these for sound or audio I'd pass...
780,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"Batteries are very good, but packaging is horrendous, which is surprising because usually Amazon does a great job with hassle free packaging, but every four bats are packaged in tough plastic. Would have been better to just place the lot of bats in a simple box without the individual plastic wrap. Will not buy again with this packaging."
781,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,These do not last at all. I have a very mini desk fan that takes 4 AA and they need to be changed every other day.
782,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"These are nicely packaged and initially I was impressed - I didn't have to go to the store to buy batteries, they were cheaper than alternatives, and the packaging was great. I opened the first set of 4 AAA batteries and sadly found out one was already dead. We also ordered AmazonBasics AA batteries and had the same problem. 1/4 were dead. I hope this isn't a pattern for the rest of the box."
783,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Some of the unused batteries stored in AC room show signs of deterioration within six months of purchase. Poor battery performance
784,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Gave these batteries a shot, because we've had great luck with AmazonBasics products. I just purchased the AAA and AA AmazonBasics batteries. These batteries do not last. I have a flashlight that uses 4 AAA batteries, and have gone through 8 batteries in a one week span. These die very quickly. I have had a similar experience with the AA batteries on a wireless Mac keyboard. Would not recommend these batteries."
785,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,they wear out to quickly. won't buy again. better off buying Duracell.
786,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Low quality batteries - they die after using a few times. Better to go with big brand name
787,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,I don't know how these batteries got such great reviews. They don't last nearly as long as the brand name batteries. Don't buy these unless you want to change batteries in your kids' toys and remote controls all the time. I'm super loyal to Amazon...but not with this product.
788,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"These are low powered, don't last long even in tv remite you arelucky to get a week out of them. Energizer s last a year usually. Don't wasteyour money."
789,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"I've usually had very good experiences buying AmazonBasics branded items. I've found them to very comparable to the top brand names. These batteries are the exception. Quality wise, they are more comparable to Rayovac batteries than Duracell or Energizer."
790,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Batteries die quicker than Dollar store batteries. Used these batteries on various products -toothbrush, computer mouse, camera flash, etc. Batteries at best lasted half as much compared to Energizer and Duracell. Would not recommend!"
791,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,These batteries leak easily and I found them hard to insert into a toy that required AAA. Did not have this problem when I switched them with brand name batteries.
792,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"These are the worst batteries i have ever bought. Two days in my remote for tv and replaced and 2 days later,dead. Im very dissappointed with you Amazon for selling this to me."
793,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These batteries die quickly!
794,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"I put two of these batteries in my wireless mouse and in less than two hours use, they had burned up. The mouse quit working and I went to check the batteries and they literally burned my fingers trying to get them out. I will throw the rest of them away and NEVER buy these again.I know I'll never get my money back. I'll just write it off as a lesson learned."
795,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"the last time i had batteries go dead so soon were the ones i purchased at harbor freight.. i had to change the batteries in a comcast remote every 2 weels and in my digital camera , without the flash after 20 shots.."
796,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Don't bother. The AA's I bought got remotes last a third as long as everready batteries.
797,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These things do not last very long either in the product they are powering or on the shelf. The ones we had on our shelf were not even good to use after 4 months of sitting.
798,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These batteries do not last long at all as compared to Energizer. After 4 days of use they were no good anymore. The Energizer batteries have last me two weeks so far when using for the same thing. I will be using far more batteries so it really isn't a money saver. Disappointed!
799,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"I've bought a lot of AmazonBasics batteries, and nearly all of them have been more than half dead on arrival. My remote controls won't even work with the brand new batteries in place. I won't be buying these again."
800,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"These straight up don't work. I have put 6 different, brand new batteries from this pack into a controller and none of them have worked. Steer clear."
801,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Great deal price wise but don't seem to last very long at all. So really not a good deal at all. Would not buy again.
802,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Disappointed... In my handheld Microsoft wireless game controller these last about 1 week. Duracell/Energizers last 3-4 weeks... Amazon needs to select a higher quality re-branded battery to sell as Amazon Prime. Amazon could dominate this market by simply selling, close to these prices, a 5 longer lasting battery than Duracell. DON'T PUT THESE IN ANY EMERGENCY DEVICE... like smoke detectors, emergency flashlights and radios."
803,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"These batteries are supposed to be 1.5 volts. But I opened and tried to use them as soon as I got them and had problems.I checked the batteries and they only had 1.25 volts upon delivery and of course they are non returnable.Don't waste your money on these, go ahead and pay a little more and get the popular name brands."
804,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Awful. Bought these specifically for my very small milk frother, these batteries can barely power the thing! I used whatever name brand in the frother before this and it ran full blast. But with the Amazon batteries, it gets up to like medium speed and doesn't even last 1/2 as long. Will never buy Amazon batteries again."
805,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Very, very, very difficult to turn on and off, not sticky enough and kept falling down, complete waste of money.When I could get them on and they were sticking, the lighting effect was very nice however, the quality of the product was zero."
806,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"I've used theses batteries in several devices now, and they always run out of juice much faster than typical AA batteries."
807,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,I've only found 2 out of the box that have lasted longer than a week!
808,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"Went cheap...got cheap. DO NOT BUY. Went to pack for an upcoming trip and noticed brown stuff all over. I was storing the batteries in a separate case (which is now ruined). Thank goodness this wasn't in any if my expensive scuba or camera equipment. Never had other brands do this. Always store batteries outside of equipment anyways. Totally bummed. Shame on you Amazon. Get out of the battery business. I buy A LOT on Amazon... ALOT, but no more batteries."
809,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,"These batteries are junk. Some of the new once have no more power than the once they replaced. If they are good, they ware out very quickly. I don't like to make negative reports, but these are so bad!"
810,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,These are so wasteful!! Rechargeable batteries are so much better!! The Amazon rechargeable ones are awesome!! And you can use and reuse and recharge and reuse them again and again and again and AGAIN!!
811,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,They are bad batteries. Not long lasting at all
812,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,they dont last as long as the higher end rechargeable do or the regular batts do. I would say about half the time.
813,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,I purchased these batteries because of the price and the backing of Amazon. I figured Amazon wouldn't put their name on a poor product. I used 12 of these batteries in an application and all 12 failed within a few days. Other batteries lasted months. For now I'll stay away from this product and fork out a few more bucks for a battery from a main stream manufacturer.
814,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,2,"UPDATE June 2016Batteries do not last long at all. I am using mostly for wireless mouse. 1 battery last approx. 2-3 weeks. In my humble opinion, that is terrible. I retract my previous review.PREVIOUS REVIEW:Fantastic price, wonderful reliable product. I am a tried and true believer and purchaser."
815,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,These batteries were expired dead when they arrived at my house. I was very disappointed.
816,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,I'm a huge fan of amazon so I figured I'd give these a shot. These have no life whatsoever. Even something as low-power as tv remotes they only last about 2 weeks tops.Spend the extra money and go with name brand.
817,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,You get what you pay for. They do not last very long at all. It's better to buy Duracell.
818,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,1,Maybe I received a defective batch but these are so bad.No longevity at all. Used up within 2 weeks whereas the branded ones last 2 months!I will not purchase them again regardless of the lower cost.
